image_path,label
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_44.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_977.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1291.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1232.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_1017.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_255.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_533.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_928.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_593.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1484.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_26.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1490.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_587.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_259.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_527.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_988.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_1214.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_241.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_269.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_517.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_914.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_271.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1246.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_265.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_87.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_900.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_1228.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_503.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_121.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_342.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1255.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_424.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_647.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1533.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1408.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_484.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_490.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_653.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_430.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1241.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_356.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_488.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1269.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_5.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_1177.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_817.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_418.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1420.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_803.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1346.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_1163.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_381.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_75.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_156.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_321.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_447.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_339.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_684.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_848.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_453.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_335.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_7.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1282.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1391.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_463.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_49.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_860.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1332.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_305.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1326.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_311.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_874.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1385.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_477.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_309.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_686.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_445.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_1349.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_9.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1057.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_140.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_323.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_846.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_383.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1178.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_852.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1043.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_692.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_479.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_1413.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_862.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_1189.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_1375.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_1361.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_168.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1144.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_876.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_1407.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_486.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_645.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_123.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_885.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_354.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1094.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1080.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_197.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_1162.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_891.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_137.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_340.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_649.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_889.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1118.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_651.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_829.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_107.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1130.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_679.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_368.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_661.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1193.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_675.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1187.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_113.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1124.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1186.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_674.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1125.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_814.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_800.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1131.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_106.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1192.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_660.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_369.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_648.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_341.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_890.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_136.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_1163.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1081.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_493.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_828.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_650.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_1119.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_427.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_888.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_644.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/din_1095.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bath_355.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/bed_122.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_884.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/living_1145.jpg,0
/Users/shriyansh/Documents/Data Science/mlops/image_processing/Binary-Image-Classification/data/kaggle_room_street_data/house_data/kitchen_169.jpg,0
